client_id,client_name,gender,birth_date,client_type,cellphone,email,JOB_TITLE,JOB_INDUSTRY_CATEGORY,WEALTH_SEGMENT,DECEASED_INDICATOR,OWNS_CAR,TENURE,ADDRESS,POSTCODE,STATE,COUNTRY,
143,Nowell Preddy,Male,7/23/1985,individual,0066915913762,nowell_preddy@gmail.com,VP Marketing,Retail,Mass Customer,FALSE,TRUE,20,87254 Hermina Pass,4217,QLD,Australia,
144,Lacy Drance,Female,2/5/1978,company,0034985962332,lacy_drance@gmail.com,Senior Cost Accountant,Financial Services,High Net Worth,FALSE,TRUE,17,801 Atwood Alley,2138,NSW,Australia,
145,Padraig Snel,Male,11/8/1970,company,0061116010903,padraig_snel@gmail.com,Senior Editor,Manufacturing,Mass Customer,FALSE,FALSE,6,2 Morrow Alley,4207,QLD,Australia,
146,Malorie Votier,Female,5/29/1990,company,0061846059473,malorie_votier@gmail.com,Sales Associate,Financial Services,Mass Customer,FALSE,FALSE,15,92934 Mallory Trail,2164,NSW,Australia,
147,Shepperd Ricards,Male,9/27/1967,company,0049916108043,shepperd_ricards@gmail.com,Developer II,Manufacturing,Mass Customer,FALSE,FALSE,17,90820 Thackeray Street,2218,NSW,Australia,
148,Daryl Pauncefort,Female,6/18/1979,company,0035198615661,daryl_pauncefort@gmail.com,VP Marketing,Retail,Mass Customer,FALSE,FALSE,16,48 Ludington Plaza,2153,NSW,Australia,
149,Norina Blakeway,Female,2/11/1980,individual,0064116205184,norina_blakeway@gmail.com,Teacher,Health,High Net Worth,FALSE,FALSE,19,49185 Derek Circle,3977,VIC,Australia,
150,My Chaston,Male,7/16/1966,company,0065846253755,my_chaston@gmail.com,,Property,Mass Customer,FALSE,FALSE,17,0721 Meadow Ridge Pass,2540,NSW,Australia,
151,Isak Bergstram,Male,3/8/2001,individual,0066916302325,isak_bergstram@gmail.com,Staff Accountant I,Health,Affluent Customer,FALSE,TRUE,4,115 Westridge Road,4570,QLD,Australia,
152,Grannie Cracker,Male,3/6/1949,individual,0034986350895,grannie_cracker@gmail.com,Environmental Tech,Manufacturing,Affluent Customer,FALSE,TRUE,14,7 Myrtle Lane,2324,NSW,Australia,
153,Welby Lourenco,Male,12/27/1975,company,0061116399466,welby_lourenco@gmail.com,VP Sales,Financial Services,Mass Customer,FALSE,TRUE,18,7795 Memorial Drive,2016,NSW,Australia,
154,Glenn Casbourne,Female,8/8/1981,company,0061846448036,glenn_casbourne@gmail.com,Account Coordinator,Health,Mass Customer,FALSE,FALSE,11,24695 Boyd Road,3201,VIC,Australia,
155,Nadiya Balasini,Female,11/5/1950,company,0049916496607,nadiya_balasini@gmail.com,Compensation Analyst,Financial Services,Mass Customer,FALSE,FALSE,9,95306 John Wall Avenue,4350,QLD,Australia,
156,Tyne Coate,Female,7/15/1965,company,0035198654517,tyne_coate@gmail.com,Human Resources Assistant II,Property,Mass Customer,FALSE,TRUE,19,6704 Pine View Lane,2170,NSW,Australia,
157,Christie Anders,Male,10/2/1969,company,0064116593747,christie_anders@gmail.com,Health Coach II,Financial Services,Mass Customer,FALSE,FALSE,21,98158 Alpine Point,4212,QLD,Australia,
158,Agnella Capener,Female,5/21/1969,individual,0065846642318,agnella_capener@gmail.com,Programmer Analyst III,Health,Mass Customer,FALSE,FALSE,7,33652 Lyons Alley,2763,NSW,Australia,
159,Bernardine Delmonti,Female,3/31/1971,company,0066916690888,bernardine_delmonti@gmail.com,Senior Quality Engineer,n/a,Mass Customer,FALSE,TRUE,6,8 Debs Road,3934,VIC,Australia,
160,Daisy Spowart,Female,12/18/1967,individual,0034986739459,daisy_spowart@gmail.com,Environmental Tech,n/a,High Net Worth,FALSE,FALSE,10,101 Starling Pass,2564,NSW,Australia,
161,Denys Minshall,Female,12/26/1961,individual,0061116788029,denys_minshall@gmail.com,Geologist III,Property,Affluent Customer,FALSE,FALSE,4,35151 Bunker Hill Crossing,2068,NSW,Australia,
162,Archibald Blessed,Male,2/10/1969,company,0061846836599,archibald_blessed@gmail.com,Health Coach II,Health,Mass Customer,FALSE,TRUE,10,2093 Amoth Pass,3109,VIC,Australia,
163,Feodor Englishby,Male,8/14/1961,company,0049916885170,feodor_englishby@gmail.com,Assistant Professor,Manufacturing,Affluent Customer,FALSE,TRUE,9,57343 Eagan Avenue,2326,NSW,Australia,
164,Skippie Yearsley,Male,9/4/1956,company,0035198693374,skippie_yearsley@gmail.com,Account Representative III,n/a,High Net Worth,FALSE,TRUE,19,83 Armistice Terrace,4011,QLD,Australia,
165,,Female,4/24/1963,company,0064116982311,,Director of Sales,n/a,Mass Customer,FALSE,TRUE,3,5388 Burrows Alley,2073,NSW,Australia,
166,Tessa Friese,Female,10/24/1976,company,0065847030881,tessa_friese@gmail.com,Clinical Specialist,Health,Mass Customer,FALSE,FALSE,4,5612 Toban Point,2227,NSW,Australia,
167,Roseanne Caruth,Female,5/25/1957,individual,0066917079451,roseanne_caruth@gmail.com,Assistant Professor,Financial Services,High Net Worth,FALSE,FALSE,12,65 Ridge Oak Court,2471,NSW,Australia,
168,Tedra Goodbanne,Female,1/15/1978,company,0034987128022,tedra_goodbanne@gmail.com,Environmental Tech,Manufacturing,Mass Customer,FALSE,TRUE,8,74 Russell Terrace,4350,QLD,Australia,
169,Roberto Harme,Male,6/11/1951,company,0061117176592,roberto_harme@gmail.com,Senior Developer,Retail,Affluent Customer,FALSE,FALSE,15,255 Loeprich Lane,3752,VIC,Australia,
170,Nichole Leisman,Male,8/7/1986,individual,0061847225163,nichole_leisman@gmail.com,Staff Scientist,Argiculture,Affluent Customer,FALSE,FALSE,13,67 Northport Avenue,3805,VIC,Australia,
171,Amil Ennor,Female,8/4/1995,individual,0049917273733,amil_ennor@gmail.com,Account Representative II,n/a,Affluent Customer,FALSE,FALSE,14,823 Wayridge Trail,2205,NSW,Australia,
172,Shawna Hinrichsen,Female,8/27/1969,company,0035198732230,shawna_hinrichsen@gmail.com,Help Desk Technician,Property,Mass Customer,FALSE,TRUE,10,5 Golf Terrace,2126,NSW,Australia,
173,Fonsie Levane,Male,7/10/1951,company,0064117370874,fonsie_levane@gmail.com,VP Quality Control,Financial Services,Mass Customer,FALSE,TRUE,4,40809 Truax Way,2209,NSW,Australia,
174,Emilie Brody,Female,5/22/1979,company,0065847419444,emilie_brody@gmail.com,Assistant Manager,Manufacturing,Affluent Customer,FALSE,TRUE,16,1398 Burning Wood Way,3850,VIC,Australia,
175,Robert Corkill,Male,3/12/1976,company,0066917468015,robert_corkill@gmail.com,Research Assistant IV,Property,Mass Customer,FALSE,FALSE,5,3920 Swallow Junction,3038,VIC,Australia,
176,Elvira Kurten,Female,3/18/1973,company,0034987516585,elvira_kurten@gmail.com,Speech Pathologist,Telecommunications,High Net Worth,FALSE,FALSE,7,4 Warner Park,2146,NSW,Australia,
177,Juliana Mitchenson,Female,1/5/1989,individual,0061117565155,juliana_mitchenson@gmail.com,Research Associate,n/a,High Net Worth,FALSE,TRUE,9,534 Lien Lane,3122,VIC,Australia,
178,Regine Bownes,Female,7/1/1952,company,0061847613726,regine_bownes@gmail.com,Software Consultant,Manufacturing,Mass Customer,FALSE,FALSE,16,48 Shoshone Park,2066,NSW,Australia,
179,Abner Fraschetti,Male,1/23/1986,individual,0049917662296,abner_fraschetti@gmail.com,Sales Representative,Retail,Mass Customer,FALSE,TRUE,13,170 Briar Crest Place,2120,NSW,Australia,
180,Alvira Coulman,Female,6/5/1955,individual,0035198771086,alvira_coulman@outlook.com,Assistant Manager,Financial Services,Mass Customer,FALSE,FALSE,5,0193 Northland Street,4179,QLD,Australia,
181,Sawyer Sponton,Male,2/22/1956,company,0064117759437,sawyer_sponton@outlook.com,Assistant Manager,Health,High Net Worth,FALSE,FALSE,9,5219 Pearson Drive,2148,NSW,Australia,
182,Feodor Vickers,Male,11/18/1989,company,0065847808007,feodor_vickers@outlook.com,Junior Executive,Manufacturing,Mass Customer,FALSE,FALSE,18,6156 Summit Center,4352,QLD,Australia,
183,Paten Cayet,Male,2/19/1995,company,0066917856578,paten_cayet@outlook.com,Community Outreach Specialist,n/a,High Net Worth,FALSE,TRUE,21,803 Badeau Point,2177,NSW,Australia,
184,Loria Tappington,Female,9/6/1955,company,0034987905148,loria_tappington@outlook.com,Computer Systems Analyst I,Manufacturing,Mass Customer,FALSE,TRUE,13,735 Westridge Road,2454,NSW,Australia,
185,Tanya Kiefer,Female,7/5/1992,company,0061117953719,tanya_kiefer@outlook.com,Account Representative IV,Property,Mass Customer,FALSE,FALSE,5,1190 Hanson Street,3806,VIC,Australia,
186,Devonne Alderwick,Female,1/29/1939,individual,0061848002289,devonne_alderwick@outlook.com,Social Worker,Health,High Net Worth,FALSE,TRUE,3,370 Division Junction,3032,VIC,Australia,
187,Omero McDonand,Male,4/1/1952,company,0049918050859,omero_mcdonand@outlook.com,Senior Editor,Financial Services,High Net Worth,FALSE,FALSE,17,90 Northport Hill,2228,NSW,Australia,
188,Iain Haversham,Male,12/26/1950,individual,0035198809943,iain_haversham@outlook.com,Payment Adjustment Coordinator,n/a,Mass Customer,FALSE,TRUE,17,77785 Veith Lane,2766,NSW,Australia,
189,Keriann Newham,Female,3/26/1975,individual,0064118148000,keriann_newham@outlook.com,Safety Technician I,Property,High Net Worth,FALSE,FALSE,9,232 Knutson Park,4060,QLD,Australia,
190,Conroy Rappaport,Male,1/8/1965,company,0065848196571,conroy_rappaport@outlook.com,VP Product Management,IT,Affluent Customer,FALSE,FALSE,10,25805 Eagan Place,2766,NSW,Australia,
191,Dorian Rustman,Male,12/9/1974,company,0066918245141,dorian_rustman@outlook.com,Physical Therapy Assistant,Property,Affluent Customer,FALSE,FALSE,8,743 Debra Court,2117,NSW,Australia,
192,Quillan Guinane,Male,3/24/1946,company,0034988293711,quillan_guinane@outlook.com,Clinical Specialist,Health,Mass Customer,FALSE,TRUE,7,6966 Delladonna Street,2250,NSW,Australia,
193,Harlin Mazin,Male,3/25/1974,company,0061118342282,harlin_mazin@outlook.com,Human Resources Manager,Telecommunications,High Net Worth,FALSE,FALSE,10,98221 Pennsylvania Place,2170,NSW,Australia,
194,Eustacia Dornan,Female,9/2/1985,company,0061848390852,eustacia_dornan@outlook.com,GIS Technical Architect,Argiculture,Mass Customer,FALSE,FALSE,7,307 Knutson Center,2226,NSW,Australia,
195,Maury Galego,Male,7/27/1992,individual,0049918439423,maury_galego@outlook.com,Dental Hygienist,Health,Mass Customer,FALSE,TRUE,11,593 Alpine Drive,3195,VIC,Australia,
196,Reggie Kernar,Female,11/28/1971,company,0035198848799,reggie_kernar@outlook.com,Analog Circuit Design manager,Property,Affluent Customer,FALSE,FALSE,16,45788 Stang Plaza,3687,VIC,Australia,
197,Brigitte Whellams,Female,5/9/1973,company,0064118536563,brigitte_whellams@gmail.com,Business Systems Development Analyst,n/a,High Net Worth,FALSE,FALSE,7,96515 Di Loreto Pass,4109,QLD,Australia,
198,Kinna Kollasch,Female,11/9/1986,individual,0065848585134,kinna_kollasch@gmail.com,Information Systems Manager,n/a,High Net Worth,FALSE,FALSE,2,8625 Dakota Plaza,2210,NSW,Australia,
199,Maurizio Comi,Male,5/30/1996,individual,0066918633704,maurizio_comi@gmail.com,Environmental Tech,n/a,Affluent Customer,FALSE,FALSE,3,02 Hoffman Road,2448,NSW,Australia,
200,Elbertina Fendley,Female,3/27/1992,company,0034988682275,elbertina_fendley@gmail.com,Geological Engineer,Manufacturing,High Net Worth,FALSE,TRUE,12,496 Logan Center,4207,QLD,Australia,
201,Franklin Wohler,Male,10/16/1938,company,0061118730845,franklin_wohler@gmail.com,,n/a,Mass Customer,FALSE,TRUE,13,6065 Talisman Crossing,3977,VIC,Australia,
202,Allyson Petchell,Female,3/19/1970,company,0061848779415,allyson_petchell@gmail.com,,Health,Mass Customer,FALSE,FALSE,15,72 Eliot Place,2250,NSW,Australia,
203,Ermentrude Heindle,Female,8/2/1969,company,0049918827986,ermentrude_heindle@gmail.com,General Manager,Manufacturing,Affluent Customer,FALSE,TRUE,21,67 Bluejay Plaza,2300,NSW,Australia,
204,Alanna Lerway,Female,1/5/1944,company,0035198887655,alanna_lerway@gmail.com,Analyst Programmer,Retail,Mass Customer,FALSE,TRUE,7,518 Paget Hill,4605,QLD,Australia,
205,Vincent Jopke,Male,3/10/1972,individual,0064118925127,vincent_jopke@gmail.com,Recruiting Manager,n/a,Mass Customer,FALSE,FALSE,2,87107 Shelley Crossing,2429,NSW,Australia,
206,Mandie Jeffryes,Female,2/16/1981,company,0065848973697,mandie_jeffryes@gmail.com,Senior Sales Associate,n/a,Affluent Customer,FALSE,TRUE,12,3 Mallory Circle,2170,NSW,Australia,
207,Collete Dory,Female,1/9/1990,individual,0066919022267,collete_dory@gmail.com,Research Assistant II,Telecommunications,Affluent Customer,FALSE,FALSE,9,1582 Bashford Drive,4018,QLD,Australia,
208,Leonid Dorricott,Male,11/18/1993,individual,0034989070838,leonid_dorricott@gmail.com,,n/a,Mass Customer,FALSE,TRUE,11,3 Homewood Park,2756,NSW,Australia,
209,Charlena Berney,Female,1/2/1966,company,0061119119408,charlena_berney@gmail.com,Social Worker,Health,High Net Worth,FALSE,FALSE,19,06 Old Gate Park,2144,NSW,Australia,
210,Alfonso Massel,Male,12/5/1940,company,0061849167979,alfonso_massel@gmail.com,Financial Analyst,Financial Services,Affluent Customer,FALSE,FALSE,4,49 Surrey Point,4710,QLD,Australia,
211,Engracia Dobbs,Female,4/19/1959,company,0049919216549,engracia_dobbs@gmail.com,Senior Cost Accountant,Financial Services,Mass Customer,FALSE,FALSE,16,59254 Northland Alley,2032,NSW,Australia,
212,,Male,2/13/1945,company,0035198926511,,,Health,High Net Worth,FALSE,TRUE,5,4 North Drive,2168,NSW,Australia,
213,Rosemonde Cartwight,Female,10/20/1952,company,0064119313690,rosemonde_cartwight@gmail.com,Chief Design Engineer,Retail,Mass Customer,FALSE,FALSE,6,89 Parkside Street,3021,VIC,Australia,
214,Alano Satchel,Male,11/26/1998,individual,0065849362260,alano_satchel@gmail.com,Account Executive,Entertainment,High Net Worth,FALSE,FALSE,10,7 Hazelcrest Place,2165,NSW,Australia,
215,Corrine Baribal,Female,10/12/1948,company,0066919410831,corrine_baribal@gmail.com,Information Systems Manager,Property,Mass Customer,FALSE,TRUE,22,013 David Junction,4211,QLD,Australia,
216,Benoit Harniman,Male,8/27/1976,individual,0034989459401,benoit_harniman@gmail.com,Legal Assistant,Manufacturing,Mass Customer,FALSE,FALSE,4,840 Graceland Street,2125,NSW,Australia,
217,Jeanne Darte,Female,8/18/1955,individual,0061119507971,jeanne_darte@gmail.com,Business Systems Development Analyst,n/a,Mass Customer,FALSE,FALSE,5,6 Lotheville Trail,2444,NSW,Australia,
218,Jenelle Fearnill,Female,1/3/1958,company,0061849556542,jenelle_fearnill@gmail.com,Occupational Therapist,Health,Affluent Customer,FALSE,TRUE,18,890 Truax Lane,4285,QLD,Australia,
219,Tannie Gambrell,Male,5/25/1967,company,0049919605112,tannie_gambrell@gmail.com,Statistician I,Financial Services,Mass Customer,FALSE,TRUE,18,72922 Cambridge Terrace,2026,NSW,Australia,
220,Mick Macewan,Male,12/12/1967,company,0035198965368,mick_macewan@gmail.com,,IT,Affluent Customer,FALSE,FALSE,3,60461 Esch Avenue,2227,NSW,Australia,
221,Abbie Oldman,Male,11/26/1983,company,0064119702253,abbie_oldman@gmail.com,Payment Adjustment Coordinator,Retail,Mass Customer,FALSE,TRUE,15,6 Novick Alley,3934,VIC,Australia,
222,Tabbie Curner,Male,3/13/1997,company,0065849750823,tabbie_curner@gmail.com,Technical Writer,Health,Mass Customer,FALSE,TRUE,7,76 Donald Trail,2160,NSW,Australia,
223,Shane Killen,Male,10/16/1956,individual,0066919799394,shane_killen@gmail.com,,n/a,Mass Customer,FALSE,FALSE,18,1607 Westridge Drive,2203,NSW,Australia,
224,Roberta Goodale,Female,2/28/1947,company,0034989847964,roberta_goodale@gmail.com,Chief Design Engineer,Health,High Net Worth,FALSE,FALSE,9,3630 Dawn Crossing,2446,NSW,Australia,
225,Kippy Barabisch,Male,4/7/2000,company,0061119896535,kippy_barabisch@gmail.com,,IT,Mass Customer,FALSE,FALSE,17,29007 Dapin Street,4650,QLD,Australia,
226,Rosalinde Cubuzzi,Female,9/4/1997,individual,0061849945105,rosalinde_cubuzzi@gmail.com,Technical Writer,Manufacturing,Mass Customer,FALSE,TRUE,15,68 Fairfield Street,4115,QLD,Australia,
227,Cami Barnbrook,Female,1/1/1963,individual,0049919993675,cami_barnbrook@gmail.com,Legal Assistant,IT,Affluent Customer,FALSE,TRUE,11,6 Iowa Center,2519,NSW,Australia,
228,Dorian Stollen,Male,2/16/1980,company,0035198100422,dorian_stollen@gmail.com,Cost Accountant,Financial Services,High Net Worth,FALSE,FALSE,8,5 Briar Crest Road,2099,NSW,Australia,
229,Hunfredo Hayball,Male,4/15/1994,company,0064111009081,hunfredo_hayball@gmail.com,Associate Professor,Financial Services,Mass Customer,FALSE,FALSE,7,945 Bobwhite Court,2430,NSW,Australia,
230,Giorgi O'Shirine,Male,6/20/1981,company,0065841013938,giorgi_o'shirine@gmail.com,VP Marketing,Health,Affluent Customer,FALSE,TRUE,14,2 Glendale Center,4207,QLD,Australia,
231,Kort Disley,Male,2/5/1979,company,0066911018795,kort_disley@gmail.com,Health Coach IV,Health,Mass Customer,FALSE,TRUE,14,21824 Northridge Alley,2117,NSW,Australia,
232,Gretna Thredder,Female,1/8/1966,company,0034981023652,gretna_thredder@gmail.com,Statistician I,Manufacturing,Mass Customer,FALSE,TRUE,18,68 Anthes Park,2007,NSW,Australia,
233,Tobiah Heinsius,Male,1/25/2000,individual,0061111028509,tobiah_heinsius@gmail.com,Mechanical Systems Engineer,n/a,Mass Customer,FALSE,FALSE,14,3 Anthes Court,2148,NSW,Australia,
234,Wallace Newart,Male,12/6/1977,company,0061841033366,wallace_newart@gmail.com,Teacher,Property,Mass Customer,FALSE,FALSE,16,036 Redwing Street,2011,NSW,Australia,
235,Hersh Stubbert,Male,6/25/2000,individual,0049911038223,hersh_stubbert@gmail.com,Media Manager II,n/a,Mass Customer,FALSE,TRUE,13,92 Petterle Place,3429,VIC,Australia,
236,Hatti Carletti,U,,individual,0035198104308,hatti_carletti@gmail.com,,Health,Affluent Customer,FALSE,FALSE,8,72008 7th Avenue,2200,NSW,Australia,
237,Wyn Saynor,Male,6/22/1964,company,0064111047937,wyn_saynor@gmail.com,Mechanical Systems Engineer,Telecommunications,High Net Worth,FALSE,TRUE,13,87 Sheridan Junction,2281,NSW,Australia,
238,Maribeth Stivani,Female,11/13/1954,company,0065841052795,maribeth_stivani@gmail.com,Director of Sales,n/a,Mass Customer,FALSE,TRUE,8,811 Melrose Park,2224,NSW,Australia,
239,Abigale Sives,Female,12/13/1963,company,0066911057652,abigale_sives@gmail.com,Design Engineer,Entertainment,Mass Customer,FALSE,TRUE,15,2 Logan Avenue,4307,QLD,Australia,
240,Gothart Artus,Male,5/31/1978,company,0034981062509,gothart_artus@gmail.com,Professor,n/a,Mass Customer,FALSE,TRUE,5,538 Gina Way,4105,QLD,Australia,
241,Danny Bodle,Male,9/24/1943,company,0061111067366,danny_bodle@gmail.com,VP Quality Control,Manufacturing,High Net Worth,FALSE,TRUE,9,52761 Portage Crossing,3170,VIC,Australia,
242,Vittorio Boxen,Male,8/15/1965,individual,0061841072223,vittorio_boxen@gmail.com,Nurse Practicioner,Manufacturing,Mass Customer,FALSE,FALSE,5,8 Fieldstone Street,4065,QLD,Australia,
243,Deborah Petrovsky,Female,7/14/1943,company,0049911077080,deborah_petrovsky@gmail.com,Associate Professor,Manufacturing,Affluent Customer,FALSE,TRUE,16,8957 Anhalt Alley,3004,VIC,Australia,
244,Agace Hedge,Female,7/23/1997,individual,0035198108193,agace_hedge@gmail.com,Junior Executive,Health,Mass Customer,FALSE,FALSE,12,5 High Crossing Junction,4556,QLD,Australia,
245,Rolland Esmead,Male,7/13/1940,individual,0064111086794,rolland_esmead@gmail.com,Safety Technician II,n/a,Mass Customer,FALSE,TRUE,19,75760 Toban Junction,4006,QLD,Australia,
246,Latrena Walklate,Female,10/5/1943,company,0065841091651,latrena_walklate@gmail.com,Recruiter,Manufacturing,Affluent Customer,FALSE,TRUE,4,178 Waxwing Trail,3134,VIC,Australia,
247,Mariquilla Springthorpe,Female,4/4/1939,company,0066911096508,mariquilla_springthorpe@gmail.com,Business Systems Development Analyst,Financial Services,High Net Worth,FALSE,FALSE,14,8648 Green Alley,4680,QLD,Australia,
248,Leticia Danovich,Female,10/2/1941,company,0034981101365,leticia_danovich@gmail.com,Senior Cost Accountant,Financial Services,Affluent Customer,FALSE,TRUE,10,08912 Carberry Place,4036,QLD,Australia,
249,Harman Lynds,Male,5/27/1961,company,0061111106222,harman_lynds@gmail.com,Product Engineer,Property,High Net Worth,FALSE,TRUE,11,720 Menomonie Crossing,2380,NSW,Australia,
250,Farra Matyushkin,Female,1/24/1974,company,0061841111079,farra_matyushkin@gmail.com,Analog Circuit Design manager,Entertainment,High Net Worth,FALSE,FALSE,18,0686 Hallows Trail,4506,QLD,Australia,
251,Robenia Monks,Female,5/8/1959,individual,0049911115936,robenia_monks@gmail.com,Cost Accountant,Financial Services,Mass Customer,FALSE,FALSE,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,
252,Roman Eastwood,Male,9/21/1969,company,0035198112079,roman_eastwood@gmail.com,Software Test Engineer IV,Health,Affluent Customer,FALSE,TRUE,6,06 Dwight Park,4119,QLD,Australia,
253,Solomon Bruck,Male,11/15/1957,company,0064111125650,solomon_bruck@gmail.com,Sales Representative,Retail,Mass Customer,FALSE,FALSE,9,5202 Crowley Place,2145,NSW,Australia,
254,Krystyna Airey,Female,9/5/1950,individual,0065841130507,krystyna_airey@gmail.com,Product Engineer,IT,Mass Customer,FALSE,FALSE,9,14709 Portage Avenue,2166,NSW,Australia,
255,Katharine Redbourn,Female,9/11/1967,individual,0066911135364,katharine_redbourn@gmail.com,Structural Analysis Engineer,Financial Services,High Net Worth,FALSE,FALSE,12,895 Glendale Park,2026,NSW,Australia,
256,Cammy Stoneham,Female,5/2/1963,company,0034981140221,cammy_stoneham@gmail.com,Nuclear Power Engineer,Manufacturing,Mass Customer,FALSE,FALSE,16,0474 Bowman Hill,3031,VIC,Australia,
257,Ellsworth Andrieux,Male,4/26/1971,company,0061111145078,ellsworth_andrieux@gmail.com,Account Coordinator,Retail,Mass Customer,FALSE,FALSE,15,652 Fuller Terrace,3206,VIC,Australia,
258,Federico Leuty,Male,12/11/1978,company,0061841149935,federico_leuty@gmail.com,Quality Control Specialist,n/a,Mass Customer,FALSE,FALSE,5,5356 Sugar Plaza,4818,QLD,Australia,
259,Ferdy Hornung,Male,5/14/1974,company,0049911154792,ferdy_hornung@gmail.com,Product Engineer,n/a,Mass Customer,FALSE,TRUE,9,7 Schiller Point,4113,QLD,Australia,
260,Sunny Christescu,Female,3/12/1975,company,0035198115964,sunny_christescu@gmail.com,Geological Engineer,Manufacturing,High Net Worth,FALSE,FALSE,19,9193 Prairieview Drive,2155,NSW,Australia,
261,Shadow Yakutin,Male,2/3/1967,individual,0064111164506,shadow_yakutin@gmail.com,Recruiting Manager,Retail,Mass Customer,FALSE,TRUE,14,13272 Basil Avenue,3103,VIC,Australia,
262,Sharai Priddie,Female,1/16/1961,company,0065841169363,sharai_priddie@gmail.com,Analog Circuit Design manager,Argiculture,High Net Worth,FALSE,FALSE,6,29 Aberg Crossing,4210,QLD,Australia,
263,Celeste Fretson,Female,9/16/1980,individual,0066911174221,celeste_fretson@gmail.com,Software Engineer II,IT,Mass Customer,FALSE,TRUE,10,4 Monterey Road,4165,QLD,Australia,
264,Lea Ilyinski,Female,9/25/1997,individual,0034981179078,lea_ilyinski@gmail.com,Cost Accountant,Financial Services,Mass Customer,FALSE,TRUE,7,416 Lighthouse Bay Lane,4510,QLD,Australia,
265,Dyann Olechnowicz,Female,7/17/1939,company,0061111183935,dyann_olechnowicz@gmail.com,Account Executive,Manufacturing,Affluent Customer,FALSE,TRUE,2,05475 Elgar Place,4000,QLD,Australia,
266,Delly Sunman,Female,4/11/1959,company,0061841188792,delly_sunman@gmail.com,,n/a,Mass Customer,FALSE,FALSE,10,343 Lakewood Center,2089,NSW,Australia,
267,Malvin Ryhorovich,Male,3/3/1962,company,0049911193649,malvin_ryhorovich@gmail.com,Desktop Support Technician,Property,Mass Customer,FALSE,TRUE,18,47 Kim Terrace,2566,NSW,Australia,
268,Tanya Hamberston,Female,9/25/2000,company,0035198119850,tanya_hamberston@gmail.com,Actuary,Financial Services,Mass Customer,FALSE,FALSE,7,590 Hagan Parkway,3805,VIC,Australia,
269,Kaela Romaines,Female,11/27/1971,company,0064111203363,kaela_romaines@gmail.com,Engineer IV,Manufacturing,Affluent Customer,FALSE,TRUE,14,94694 Eagle Crest Terrace,3977,VIC,Australia,
270,Evonne Bembridge,Female,7/6/1969,individual,0065841208220,evonne_bembridge@gmail.com,Database Administrator II,Health,High Net Worth,FALSE,FALSE,8,261 Orin Center,2763,NSW,Australia,
271,Shannen Lewin,Female,6/7/1991,company,0066911213077,shannen_lewin@gmail.com,Chemical Engineer,Manufacturing,High Net Worth,FALSE,TRUE,1,667 Waxwing Plaza,3199,VIC,Australia,
272,Bogey Attew,Male,11/18/1992,individual,0034981217934,bogey_attew@gmail.com,,Argiculture,Mass Customer,FALSE,TRUE,5,83509 Delaware Street,2480,NSW,Australia,
273,Zondra Ringham,Female,1/13/1948,individual,0061111222791,zondra_ringham@gmail.com,Accountant III,Manufacturing,Mass Customer,FALSE,FALSE,3,88 Mifflin Pass,2529,NSW,Australia,
274,Barnebas Apfel,Male,2/19/1996,company,0061841227648,barnebas_apfel@gmail.com,Executive Secretary,Manufacturing,Mass Customer,FALSE,FALSE,6,10 Dexter Park,2177,NSW,Australia,
275,Alleen Eaken,Female,8/31/1938,company,0049911232505,alleen_eaken@gmail.com,Structural Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,13,3 Sundown Hill,2168,NSW,Australia,
276,Gerri Schimann,Female,11/17/1969,company,0035198123736,gerri_schimann@gmail.com,Environmental Specialist,n/a,Affluent Customer,FALSE,TRUE,7,655 Glendale Trail,3976,VIC,Australia,
277,Antonietta Egle,Female,9/25/1973,company,0064111242219,antonietta_egle@gmail.com,Office Assistant II,Telecommunications,High Net Worth,FALSE,FALSE,6,39192 Glendale Alley,2092,NSW,Australia,
278,Raff Waycott,Male,12/16/1951,company,0065841247076,raff_waycott@gmail.com,Research Associate,Health,Affluent Customer,FALSE,TRUE,5,7307 Lake View Crossing,3804,VIC,Australia,
279,Lark Gonet,Female,1/17/1972,individual,0066911251933,lark_gonet@gmail.com,Database Administrator I,Financial Services,Mass Customer,FALSE,TRUE,16,1199 Express Plaza,3046,VIC,Australia,
280,Cletis Longley,Male,7/1/1996,company,0034981256790,cletis_longley@gmail.com,General Manager,Financial Services,Affluent Customer,FALSE,FALSE,17,1 Namekagon Point,3791,VIC,Australia,
281,Bartram Di Lucia,Male,1/3/1961,company,0061111261647,bartram_di lucia@gmail.com,Graphic Designer,n/a,Mass Customer,FALSE,FALSE,6,602 Meadow Vale Lane,2111,NSW,Australia,
282,Theresa Cowper,Female,8/24/1976,individual,0061841266504,theresa_cowper@gmail.com,Design Engineer,Telecommunications,Mass Customer,FALSE,TRUE,10,6784 Spohn Alley,3021,VIC,Australia,
283,Philbert Raraty,Male,6/28/1956,individual,0049911271361,philbert_raraty@gmail.com,Associate Professor,Manufacturing,Mass Customer,FALSE,FALSE,19,67 Shelley Crossing,3350,VIC,Australia,
284,Egon Ortells,Male,6/11/1976,company,0035198127621,egon_ortells@gmail.com,Quality Control Specialist,n/a,Mass Customer,FALSE,FALSE,17,07 Dayton Court,4005,QLD,Australia,
